ORDERNUMBER;SALES;STATUS;MONTH_ID;YEAR_ID;PRODUCTLINE;CUSTOMERNAME;CITY;COUNTRY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE
10253;3054.48;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Medium
10266;2526.51;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10278;4667.86;Shipped;8;2004;Classic Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Medium
10287;6499.32;Shipped;8;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Medium
10301;5917.78;Shipped;10;2003;Classic Cars;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe;Jan;Medium
10310;6231.91;Shipped;10;2004;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim;Henriette;Medium
10321;5803.14;Shipped;11;2004;Classic Cars;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Medium
10331;6434.02;Shipped;11;2004;Classic Cars;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez;Rosa;Medium
10342;6454.4;Shipped;11;2004;Classic Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Medium
10356;4196.8;Shipped;12;2004;Classic Cars;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Medium
10365;2611.8;Shipped;1;2005;Classic Cars;Mini Creations Ltd.;New Bedford;USA;Tam;Wing C;Small
10377;5895.05;Shipped;2;2005;Classic Cars;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Medium
10390;3375.72;Shipped;3;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10406;8374.69;Disputed;4;2005;Classic Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen;Jytte;Large
10419;4464.24;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10102;4808.31;Shipped;1;2003;Vintage Cars;Vitachrome Inc.;NYC;USA;Frick;Michael;Medium
10111;3288.78;Shipped;3;2003;Vintage Cars;Mini Wheels Co.;San Francisco;USA;Murphy;Julie;Medium
10125;3254.72;Shipped;5;2003;Vintage Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Medium
10139;3184.94;Shipped;7;2003;Vintage Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Medium
10149;5907.5;Shipped;9;2003;Vintage Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor;Sue;Medium
10162;4389.12;Shipped;10;2003;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Medium
10173;5036.16;Shipped;11;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Medium
10182;2183.25;Shipped;11;2003;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10193;3106.88;Shipped;11;2003;Vintage Cars;Australian Collectables, Ltd;Glen Waverly;Australia;Connery;Sean;Medium
10205;3735.72;Shipped;12;2003;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10215;2413.26;Shipped;1;2004;Vintage Cars;West Coast Collectables Co.;Burbank;USA;Thompson;Steve;Small
10227;2953.75;Shipped;3;2004;Vintage Cars;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Small
10244;4684.8;Shipped;4;2004;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10256;3248.7;Shipped;6;2004;Vintage Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen;Jytte;Medium
10280;5239.5;Shipped;8;2004;Vintage Cars;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Medium
10289;4567.98;Shipped;9;2004;Vintage Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Medium
10304;3535.35;Shipped;10;2004;Vintage Cars;Auto Assoc. & Cie.;Versailles;France;Tonini;Daniel;Medium
10312;3843.34;Shipped;10;2004;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10322;3710.9;Shipped;11;2004;Vintage Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Medium
10332;4375.98;Shipped;11;2004;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Medium
10346;1516.62;Shipped;11;2004;Vintage Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Small
10356;2509;Shipped;12;2004;Vintage Cars;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Small
10369;9240.44;Shipped;1;2005;Vintage Cars;Collectables For Less Inc.;Brickhaven;USA;Nelson;Allen;Large
10380;2515.32;Shipped;2;2005;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10391;5548.9;Shipped;3;2005;Vintage Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Medium
10422;4873.05;In Process;5;2005;Vintage Cars;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Medium
10102;2055.74;Shipped;1;2003;Vintage Cars;Vitachrome Inc.;NYC;USA;Frick;Michael;Small
10111;2354.88;Shipped;3;2003;Vintage Cars;Mini Wheels Co.;San Francisco;USA;Murphy;Julie;Small
10126;2309.58;Shipped;5;2003;Vintage Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Small
10139;2113.37;Shipped;7;2003;Vintage Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Small
10149;1746.6;Shipped;9;2003;Vintage Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor;Sue;Small
10162;2304.45;Shipped;10;2003;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10173;2122.08;Shipped;11;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Small
10182;1742.4;Shipped;11;2003;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10193;2455.02;Shipped;11;2003;Vintage Cars;Australian Collectables, Ltd;Glen Waverly;Australia;Connery;Sean;Small
10205;3053.28;Shipped;12;2003;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10215;1423.29;Shipped;1;2004;Vintage Cars;West Coast Collectables Co.;Burbank;USA;Thompson;Steve;Small
10227;1504.12;Shipped;3;2004;Vintage Cars;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Small
10244;1164.4;Shipped;4;2004;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10256;1500.75;Shipped;6;2004;Vintage Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen;Jytte;Small
10280;1557.36;Shipped;8;2004;Vintage Cars;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Small
10289;1345.68;Shipped;9;2004;Vintage Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Small
10304;1795.24;Shipped;10;2004;Vintage Cars;Auto Assoc. & Cie.;Versailles;France;Tonini;Daniel;Small
10312;1105.25;Shipped;10;2004;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10322;2364.88;Shipped;11;2004;Vintage Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Small
10332;2427.03;Shipped;11;2004;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Small
10347;1237.95;Shipped;11;2004;Vintage Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Small
10356;1593.02;Shipped;12;2004;Vintage Cars;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Small
10369;3156.16;Shipped;1;2005;Vintage Cars;Collectables For Less Inc.;Brickhaven;USA;Nelson;Allen;Medium
10381;1320.75;Shipped;2;2005;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10391;4998;Shipped;3;2005;Vintage Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Medium
10422;1293.75;In Process;5;2005;Vintage Cars;Diecast Classics Inc.;Allentown;USA;Yu;Kyung;Small
10110;5433.08;Shipped;3;2003;Classic Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Medium
10123;3073.72;Shipped;5;2003;Classic Cars;Atelier graphique;Nantes;France;Schmitt;Carine;Medium
10137;4380.2;Shipped;7;2003;Classic Cars;Reims Collectables;Reims;France;Henriot;Paul;Medium
10148;5848.68;Shipped;9;2003;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Medium
10161;6153.73;Shipped;10;2003;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Medium
10172;4965.24;Shipped;11;2003;Classic Cars;Gift Depot Inc.;Bridgewater;USA;King;Julie;Medium
10181;5435.64;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Medium
10192;4258.36;Shipped;11;2003;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Medium
10204;4032;Shipped;12;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Medium
10212;4492.36;Shipped;1;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10226;4161.38;Shipped;2;2004;Classic Cars;Collectable Mini Designs Co.;San Diego;USA;Thompson;Valarie;Medium
10241;2508.66;Shipped;4;2004;Classic Cars;Mini Caravy;Strasbourg;France;Citeaux;Frederique;Small
10253;3374.88;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Medium
10266;5196.6;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10278;2604.52;Shipped;8;2004;Classic Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Small
10288;2936.8;Shipped;9;2004;Classic Cars;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Small
10301;3424.64;Shipped;10;2003;Classic Cars;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe;Jan;Medium
10311;2923.2;Shipped;10;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10321;4489.76;Shipped;11;2004;Classic Cars;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Medium
10331;4849.24;Shipped;11;2004;Classic Cars;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez;Rosa;Medium
10343;5848.92;Shipped;11;2004;Classic Cars;Reims Collectables;Reims;France;Henriot;Paul;Medium
10367;2758.7;Resolved;1;2005;Classic Cars;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Small
10378;1449.76;Shipped;2;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10407;7048.14;On Hold;4;2005;Classic Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Large
10419;5202.94;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10106;5279.4;Shipped;2;2003;Planes;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Medium
10119;6916.12;Shipped;4;2003;Planes;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10131;2781.66;Shipped;6;2003;Planes;Gift Ideas Corp.;Glendale;USA;Lewis;Dan;Small
10143;5248;Shipped;8;2003;Planes;Mini Creations Ltd.;New Bedford;USA;Tam;Wing C;Medium
10155;6531.44;Shipped;10;2003;Planes;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Medium
10167;5763.72;Cancelled;10;2003;Planes;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Medium
10178;6490.68;Shipped;11;2003;Planes;Alpha Cognac;Toulouse;France;Roulet;Annette;Medium
10186;6004.8;Shipped;11;2003;Planes;Double Decker Gift Stores, Ltd;London;UK;Hardy;Thomas;Medium
10198;7483.98;Shipped;11;2003;Planes;Cruz & Sons Co.;Makati City;Philippines;Cruz;Arnold;Large
10210;5719.5;Shipped;1;2004;Planes;Osaka Souveniers Co.;Osaka;Japan;Kentary;Mory;Medium
10222;6954.08;Shipped;2;2004;Planes;Collectable Mini Designs Co.;San Diego;USA;Thompson;Valarie;Medium
10250;8160.3;Shipped;5;2004;Planes;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Large
10262;6567.96;Cancelled;6;2004;Planes;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10274;6724;Shipped;7;2004;Planes;Collectables For Less Inc.;Brickhaven;USA;Nelson;Allen;Medium
10284;5747.85;Shipped;8;2004;Planes;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe;Jan;Medium
10296;5676.84;Shipped;9;2004;Planes;Bavarian Collectables Imports, Co.;Munich;Germany;Donnermeyer;Michael;Medium
10307;7379.97;Shipped;10;2004;Planes;Classic Gift Ideas, Inc;Philadelphia;USA;Cervantes;Francisca;Large
10316;3704.13;Shipped;11;2004;Planes;giftsbymail.co.uk;Cowes;UK;Bennett;Helen;Medium
10327;2804.75;Resolved;11;2004;Planes;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen;Jytte;Small
10338;5624.79;Shipped;11;2004;Planes;Royale Belge;Charleroi;Belgium;Cartrain;Pascale;Medium
10351;3881.28;Shipped;12;2004;Planes;Stylish Desk Decors, Co.;London;UK;Brown;Ann;Medium
10373;1611.4;Shipped;1;2005;Planes;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo;Pirkko;Small
10386;1364.25;Resolved;3;2005;Planes;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10398;4215.09;Shipped;3;2005;Planes;Reims Collectables;Reims;France;Henriot;Paul;Medium
10400;6433.82;Shipped;4;2005;Planes;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Medium
10416;4352.16;Shipped;5;2005;Planes;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10100;5151;Shipped;1;2003;Vintage Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Medium
10110;6069;Shipped;3;2003;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Medium
10124;2856;Shipped;5;2003;Vintage Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Small
10149;5375.4;Shipped;9;2003;Vintage Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor;Sue;Medium
10162;5176.5;Shipped;10;2003;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Medium
10173;3508.8;Shipped;11;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Medium
10182;7554.8;Shipped;11;2003;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Large
10193;3141.6;Shipped;11;2003;Vintage Cars;Australian Collectables, Ltd;Glen Waverly;Australia;Connery;Sean;Medium
10204;5890.5;Shipped;12;2003;Vintage Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Medium
10214;5967;Shipped;1;2004;Vintage Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Medium
10227;3712.8;Shipped;3;2004;Vintage Cars;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Medium
10241;7597.3;Shipped;4;2004;Vintage Cars;Mini Caravy;Strasbourg;France;Citeaux;Frederique;Large
10280;3668.6;Shipped;8;2004;Vintage Cars;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Medium
10288;5875.2;Shipped;9;2004;Vintage Cars;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Medium
10302;7310;Shipped;10;2003;Vintage Cars;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Large
10312;8078.4;Shipped;10;2004;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Large
10331;3257.76;Shipped;11;2004;Vintage Cars;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez;Rosa;Medium
10344;7650;Shipped;11;2004;Vintage Cars;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Large
10367;4703.81;Resolved;1;2005;Vintage Cars;Toys4GrownUps.com;Pasadena;USA;Young;Julie;Medium
10379;5399.55;Shipped;2;2005;Vintage Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10407;14082.8;On Hold;4;2005;Vintage Cars;The Sharp Gifts Warehouse;San Jose;USA;Frick;Sue;Large
10420;5283.6;In Process;5;2005;Vintage Cars;Souveniers And Things Co.;Chatswood;Australia;Huxley;Adrian;Medium
10108;3130.82;Shipped;3;2003;Classic Cars;Cruz & Sons Co.;Makati City;Philippines;Cruz;Arnold;Medium
10122;3112.34;Shipped;5;2003;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Medium
10135;3806.88;Shipped;7;2003;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10147;2142.14;Shipped;9;2003;Classic Cars;Collectables For Less Inc.;Brickhaven;USA;Nelson;Allen;Small
10160;3364.9;Shipped;10;2003;Classic Cars;Men 'R' US Retailers, Ltd.;Los Angeles;USA;Chandler;Michael;Medium
10170;1262.8;Shipped;11;2003;Classic Cars;Mini Auto Werke;Graz;Austria;Mendel;Roland;Small
10181;1626.24;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Small
10192;4088.7;Shipped;11;2003;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Medium
10203;3846.15;Shipped;12;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10212;1339.8;Shipped;1;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10225;3039.96;Shipped;2;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Medium
10239;3400.32;Shipped;4;2004;Classic Cars;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo;Pirkko;Medium
10253;1930.39;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Small
10266;2464.77;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Small
10278;2634.94;Shipped;8;2004;Classic Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Small
10287;3625.16;Shipped;8;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Medium
10300;3788.4;Shipped;10;2003;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Medium
10310;1832.6;Shipped;10;2004;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim;Henriette;Small
10321;2905.98;Shipped;11;2004;Classic Cars;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Small
10329;2954.81;Shipped;11;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu;Kwai;Small
10342;3599.75;Shipped;11;2004;Classic Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Medium
10363;3686.54;Shipped;1;2005;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Medium
10377;2100.56;Shipped;2;2005;Classic Cars;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Small
10389;3881.78;Shipped;3;2005;Classic Cars;Scandinavian Gift Ideas;Boras;Sweden;Larsson;Maria;Medium
10405;4509.12;Shipped;4;2005;Classic Cars;Mini Caravy;Strasbourg;France;Citeaux;Frederique;Medium
10419;3273.27;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10109;4432.7;Shipped;3;2003;Classic Cars;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez;Rosa;Medium
10122;4100.99;Shipped;5;2003;Classic Cars;Marseille Mini Autos;Marseille;France;Lebihan;Laurence;Medium
10136;5274.72;Shipped;7;2003;Classic Cars;Alpha Cognac;Toulouse;France;Roulet;Annette;Medium
10148;4232;Shipped;9;2003;Classic Cars;Anna's Decorations, Ltd;North Sydney;Australia;O'Hara;Anna;Medium
10161;6145.44;Shipped;10;2003;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Medium
10171;4680.2;Shipped;11;2003;Classic Cars;Quebec Home Shopping Network;Montreal;Canada;Fresnisre;Jean;Medium
10181;3286.08;Shipped;11;2003;Classic Cars;Herkku Gifts;Bergen;Norway;Oeztan;Veysel;Medium
10192;7421.3;Shipped;11;2003;Classic Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Large
10204;6432.64;Shipped;12;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Medium
10212;4840.87;Shipped;1;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10226;3892.08;Shipped;2;2004;Classic Cars;Collectable Mini Designs Co.;San Diego;USA;Thompson;Valarie;Medium
10240;5526.32;Shipped;4;2004;Classic Cars;Osaka Souveniers Co.;Osaka;Japan;Kentary;Mory;Medium
10253;4459.62;Cancelled;6;2004;Classic Cars;UK Collectables, Ltd.;Liverpool;UK;Devon;Elizabeth;Medium
10266;6203.4;Shipped;7;2004;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10278;3754.05;Shipped;8;2004;Classic Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Medium
10287;3516.48;Shipped;8;2004;Classic Cars;Vida Sport, Ltd;Gensve;Switzerland;Holz;Michael;Medium
10301;7488.04;Shipped;10;2003;Classic Cars;Norway Gifts By Mail, Co.;Oslo;Norway;Klaeboe;Jan;Large
10310;3448.08;Shipped;10;2004;Classic Cars;Toms Spezialitten, Ltd;Koln;Germany;Pfalzheim;Henriette;Medium
10321;3734;Shipped;11;2004;Classic Cars;FunGiftIdeas.com;New Bedford;USA;Benitez;Violeta;Medium
10331;974.1;Shipped;11;2004;Classic Cars;Motor Mint Distributors Inc.;Philadelphia;USA;Hernandez;Rosa;Small
10342;3160.74;Shipped;11;2004;Classic Cars;Australian Collectors, Co.;Melbourne;Australia;Ferguson;Peter;Medium
10356;1746.63;Shipped;12;2004;Classic Cars;Lyon Souveniers;Paris;France;Da Cunha;Daniel;Small
10366;4207.84;Shipped;1;2005;Classic Cars;Royale Belge;Charleroi;Belgium;Cartrain;Pascale;Medium
10377;4352.76;Shipped;2;2005;Classic Cars;Toys of Finland, Co.;Helsinki;Finland;Karttunen;Matti;Medium
10390;1463.7;Shipped;3;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10406;7169.28;Disputed;4;2005;Classic Cars;Danish Wholesale Imports;Kobenhavn;Denmark;Petersen;Jytte;Large
10419;4594.76;Shipped;5;2005;Classic Cars;Salzburg Collectables;Salzburg;Austria;Pipps;Georg;Medium
10104;3457.92;Shipped;1;2003;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10115;7381.16;Shipped;4;2003;Classic Cars;Classic Legends Inc.;NYC;USA;Hernandez;Maria;Large
10127;7146.9;Shipped;6;2003;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Large
10141;5938.53;Shipped;8;2003;Classic Cars;Suominen Souveniers;Espoo;Finland;Suominen;Kalle;Medium
10151;7110.91;Shipped;9;2003;Classic Cars;Oulu Toy Supplies, Inc.;Oulu;Finland;Koskitalo;Pirkko;Large
10165;5032.95;Shipped;10;2003;Classic Cars;Dragon Souveniers, Ltd.;Singapore;Singapore;Natividad;Eric;Medium
10176;3667.6;Shipped;11;2003;Classic Cars;L'ordine Souveniers;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10184;7381.16;Shipped;11;2003;Classic Cars;Iberia Gift Imports, Corp.;Sevilla;Spain;Roel;Jose Pedro;Large
10195;5128.11;Shipped;11;2003;Classic Cars;Mini Classics;White Plains;USA;Frick;Steve;Medium
10207;7060.24;Shipped;12;2003;Classic Cars;Diecast Collectables;Boston;USA;Franco;Valarie;Large
10219;8448.64;Shipped;2;2004;Classic Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor;Sue;Large
10230;7300.51;Shipped;3;2004;Classic Cars;Blauer See Auto, Co.;Frankfurt;Germany;Keitel;Roland;Large
10246;6549.2;Shipped;5;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10259;5697.9;Shipped;6;2004;Classic Cars;Handji Gifts& Co;Singapore;Singapore;Victorino;Wendy;Medium
10271;9169;Shipped;7;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Large
10282;3238.63;Shipped;8;2004;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Medium
10292;4554.94;Shipped;9;2004;Classic Cars;Land of Toys Inc.;NYC;USA;Yu;Kwai;Medium
10305;3934.44;Shipped;10;2004;Classic Cars;Marta's Replicas Co.;Cambridge;USA;Hernandez;Marta;Medium
10314;5776.26;Shipped;10;2004;Classic Cars;Heintze Collectables;Aaarhus;Denmark;Ibsen;Palle;Medium
10324;7207.45;Shipped;11;2004;Classic Cars;Vitachrome Inc.;NYC;USA;Frick;Michael;Large
10336;7460.74;Shipped;11;2004;Classic Cars;La Corne D'abondance, Co.;Paris;France;Bertrand;Marie;Large
10349;6719.54;Shipped;12;2004;Classic Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Medium
10358;2428;Shipped;12;2004;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Small
10371;2602.25;Shipped;1;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10382;2200;Shipped;2;2005;Classic Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10412;6712.93;Shipped;5;2005;Classic Cars;Euro Shopping Channel;Madrid;Spain;Freyre;Diego;Medium
10425;5318.04;In Process;5;2005;Classic Cars;La Rochelle Gifts;Nantes;France;Labrune;Janine;Medium
10100;3390;Shipped;1;2003;Vintage Cars;Online Diecast Creations Co.;Nashua;USA;Young;Valarie;Medium
10110;1608;Shipped;3;2003;Vintage Cars;AV Stores, Co.;Manchester;UK;Ashworth;Victoria;Small
10124;2262.96;Shipped;5;2003;Vintage Cars;Signal Gift Stores;Las Vegas;USA;King;Sue;Small
10149;1496.64;Shipped;9;2003;Vintage Cars;Signal Collectibles Ltd.;Brisbane;USA;Taylor;Sue;Small
10162;1879.74;Shipped;10;2003;Vintage Cars;Corporate Gift Ideas Co.;San Francisco;USA;Brown;Julie;Small
10173;1495.26;Shipped;11;2003;Vintage Cars;Rovelli Gifts;Bergamo;Italy;Rovelli;Giovanni;Small
10182;2323.7;Shipped;11;2003;Vintage Cars;Mini Gifts Distributors Ltd.;San Rafael;USA;Nelson;Valarie;Small
10193;2491.86;Shipped;11;2003;Vintage Cars;Australian Collectables, Ltd;Glen Waverly;Australia;Connery;Sean;Small
10204;1643.12;Shipped;12;2003;Vintage Cars;Muscle Machine Inc;NYC;USA;Young;Jeff;Small
10214;1322.16;Shipped;1;2004;Vintage Cars;Corrida Auto Replicas, Ltd;Madrid;Spain;Sommer;Mart¡n;Small
10227;1423.8;Shipped;3;2004;Vintage Cars;Saveley & Henriot, Co.;Lyon;France;Saveley;Mary;Small
10241;2397.45;Shipped;4;2004;Vintage Cars;Mini Caravy;Strasbourg;France;Citeaux;Frederique;Small
10280;1574;Shipped;8;2004;Vintage Cars;Amica Models & Co.;Torino;Italy;Accorti;Paolo;Small
